,Message
9614,"Thank you for choosing KSRTC for 2014-04-03 at 3:39. Cab:KA58P7784 , Chauffer: Israel, Cell: 9761348874 will reach you. T&C apply, visit www.KSRTC.com"
9615,"Dear Guest, Thanks for choosing Hotel Patang. Order ID 2626. Delivery by 2010-02-02 5:17. Enjoy 9% discount on your next purchase. Code NXTX4G. T&C."
9616,* KSRTC m-Ticket *  from: Thiruvananthapuram to: KANNUR PsngrName: Andre TripCode: 217ThiKAN PNR No.: J98937524 JnyDate: 2011-05-10 DepTime: 2:17  SeatNo.: 33  Class: Non-AC chair  BoardingPt: Thiruvananthapuram Residency Road Txn Password: 3618 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in
9617,"PNR:7566752812,TRAIN:7848,DOJ:2010-08-09,AC3,BLGT-BNHL,Dep:1:13, Scott,B2 60 , Fare:4076,SC:10.0+PG+INS"
9618,"Hi Customer, Booking ID: WXSXCKW. Seats: STANDARD-G5,G6,G7,G8,G9,G10, 6 seat(s) for The Girl on the Train on 2011-02-16 23:14 at Anjan Digital 4K A/C Cinema: Magadi Road. Please carry your CC/DC card which was used for booking tickets."
9619,"Dear Guest, Thanks for choosing Hawaiian Shack. Order ID 2333. Delivery by 2011-11-06 10:43. Enjoy 29% discount on your next purchase. Code UDZAVN. T&C."
9620,"Welcome to Historic house museum R.No. 429, 231 Ch.In 2009-12-18 12:10 Ch.out 2009-12-26 12:00."
9621,The PNR for your JET Airways Flt 1Z536 for JSA-CCU on 2014-01-25 at 0:36 hrs  is Y90HRZ. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
9622,"* KSRTC m-Ticket *  from: SRIHARIKOTA to: Belagavi PsngrName: Eli TripCode: 138SRIBel PNR No.: J15586301 JnyDate: 2012-09-15 DepTime: 1:38  SeatNo.: 17, 52, 54, 33  Class: Non-AC chair  BoardingPt: SRIHARIKOTA Bus Stand Road Txn Password: 3371 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
9623,The PNR for your INDIGO Flt 5M338 for MZU-RGH on 2012-11-23 at 9:49 hrs  is GVXPLM. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
9624,"Welcome to HOME BSHRS R.No. 241, 586, 247, 479 Ch.In 2015-08-14 5:36 Ch.out 2015-08-28 12:00."
9625,"[Honey Dew Donuts] Hi Raul, your reservation is confirmed for 15 people on 2011-05-04 at 3:50. We can hold your table for a maximum of 23 mins."
9626,"* KSRTC m-Ticket *  from: Chennai to: THIRUNALLAR PsngrName: Giovanni TripCode: 747CheTHI PNR No.: J30421605 JnyDate: 2014-07-09 DepTime: 7:47  SeatNo.: 35, 36  Class: Non-AC chair  BoardingPt: Chennai MG Road Txn Password: 6731 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
9627,"[Teppanyaki Grill] Hi Mark, your reservation is confirmed for 26 people on 2014-05-22 at 9:15. We can hold your table for a maximum of 3 mins."
9628,Bill dated 2014-05-15 for Rs 456 has been generated for your Vodafone fixedline/broadband relationship no. 51336328. The same will reach you by 2014-05-18. Due date: 2014-05-30.
9629,"Hi Customer, Booking ID: WFL482V. Seats: GOLD-K3,K4,K5,K6,K7,K8,K9, 7 seat(s) for Suicide Squad on 2014-08-22 11:13 at PVR: Market City, Bengaluru. Please carry your CC/DC card which was used for booking tickets."
9630,"Repair ref.no for your car is JC56432645 opened on 2013-06-08 22:28hrs,ETD of your car is 2013-06-09 18:12hrs and est.repair amt is Rs.2450 Rgds, Bimal Auto Agency"
9631,"Dear Guest, Thanks for choosing Elevation Burger. Order ID 2854. Delivery by 2010-11-28 16:49. Enjoy 29% discount on your next purchase. Code DKHB6N. T&C."
9632,"* KSRTC m-Ticket *  from: ALIKE to: SAGAR PsngrName: Andy TripCode: 1323ALISAG PNR No.: J83758417 JnyDate: 2013-01-06 DepTime: 13:23  SeatNo.: 17, 34, 59, 36, 21  Class: Non-AC Sleeper  BoardingPt: ALIKE Rly Station Txn Password: 2883 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
9633,Bimal Auto Agency : Service of your car KA36A5844 is due in 74 days on 2010-02-20. Please contact us at 9841613616 to book a service.
9634,"[Royal Waffle King] Hi Cesar, your reservation is confirmed for 16 people on 2012-09-09 at 9:55. We can hold your table for a maximum of 44 mins."
9635,"[Dolly Parton 's Dixie Stampede] Hi Mark, your reservation is confirmed for 14 people on 2009-09-19 at 6:37. We can hold your table for a maximum of 42 mins."
9636,"* KSRTC m-Ticket *  from: CHANNARAYAPATNA to: Shivamogga PsngrName: Aidan TripCode: 1856CHAShi PNR No.: J83346632 JnyDate: 2014-01-15 DepTime: 18:56  SeatNo.: 2, 5, 39, 43, 46, 21, 57, 28, 37  Class: AC chair  BoardingPt: CHANNARAYAPATNA MG Road Txn Password: 6734 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
9637,Bill dated 2011-07-26 for Rs 1142 has been generated for your Vodafone fixedline/broadband relationship no. 63335473. The same will reach you by 2011-07-29. Due date: 2011-08-10.
9638,Bill dated 2011-06-29 for Rs 1145 has been generated for your Jio fixedline/broadband relationship no. 74261178. The same will reach you by 2011-07-02. Due date: 2011-07-14.
9639,"PNR:3482126838,TRAIN:77757,DOJ:2014-11-15,FC,AKRD-BDI,Dep:4:54, Sean,F7 65 , Fare:8572,SC:10.0+PG+INS"
9640,"Thank you for choosing taxiforsure for 2015-06-18 at 11:44. Cab:KA33F1151 , Chauffer: Caleb, Cell: 9182123568 will reach you. T&C apply, visit www.taxiforsure.com"
9641,"Repair ref.no for your car is JC53675586 opened on 2011-06-17 6:56hrs,ETD of your car is 2011-06-18 23:21hrs and est.repair amt is Rs.1668 Rgds, True Value"
9642,"Hi Customer, Booking ID: WKUF0K5. Seats: GOLD-B1,B2, 2 seat(s) for Bad Moms on 2010-08-26 21:22 at Gopalan Miniplex: Signature Mall, Old Madras Road. Please carry your CC/DC card which was used for booking tickets."
9643,"Thank you for choosing AirportTaxi for 2013-12-28 at 23:34. Cab:KA65M7183 , Chauffer: Steven, Cell: 9174577574 will reach you. T&C apply, visit www.AirportTaxi.com"
9644,* KSRTC m-Ticket *  from: Hyderabad to: Tirupathi PsngrName: Troy TripCode: 1341HydTir PNR No.: J32705896 JnyDate: 2015-06-25 DepTime: 13:41  SeatNo.: 36  Class: AC Sleeper  BoardingPt: Hyderabad Bus Stand Road Txn Password: 5324 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in
9645,The PNR for your INDIGO Flt 8D348 for TIR-BEK on 2011-10-20 at 9:58 hrs  is JV0VH1. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
9646,"Dear Guest, Thanks for choosing The Chicken Rice Shop. Order ID 4564. Delivery by 2011-08-23 2:53. Enjoy 14% discount on your next purchase. Code LJ488F. T&C."
9647,The PNR for your AirAsia Flt 7D788 for CJB-RTC on 2010-12-02 at 18:37 hrs  is ME4TMR. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
9648,"Hi Customer, Booking ID: W8IHQKW. Seats: SILVER-G2,G3,G4,G5, 4 seat(s) for Hacksaw Ridge on 2013-12-31 8:36 at PVR: VR Gold, Bengaluru. Please carry your CC/DC card which was used for booking tickets."
9649,Lakshmi Auto Agency : Service of your car KA28T5134 is due in 35 days on 2011-10-02. Please contact us at 9757836515 to book a service.
9650,"* KSRTC m-Ticket *  from: KARAIKUDI to: Belagavi PsngrName: Jacob TripCode: 1546KARBel PNR No.: J66194913 JnyDate: 2013-10-25 DepTime: 15:46  SeatNo.: 36, 39, 45, 46, 13, 17, 19, 20, 22  Class: AC chair  BoardingPt: KARAIKUDI Bus Stand Road Txn Password: 2241 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
9651,Welcome to WAYNE CTY BSHRS R.No. 363 Ch.In 2014-08-19 7:34 Ch.out 2014-08-24 12:00.
9652,"Dear Guest, Thanks for choosing woodstock 's. Order ID 2378. Delivery by 2010-12-25 2:20. Enjoy 28% discount on your next purchase. Code YV6N1O. T&C."
9653,"[Angelo Brocato 's] Hi Derek, your reservation is confirmed for 16 people on 2015-08-17 at 5:16. We can hold your table for a maximum of 31 mins."
9654,"Hi Customer, Booking ID: W0GEJKT. Seats: SILVER-G15,G16,G17,G18,G19,G20,G21, 7 seat(s) for Split on 2013-04-15 17:46 at Fun Cinemas: Sigma Mall, Bengaluru. Please carry your CC/DC card which was used for booking tickets."
9655,"PNR:2235147685,TRAIN:45751,DOJ:2010-03-27,SL,BXA-BWH,Dep:3:21, Evan,S8 63 , Fare:1602,SC:10.0+PG+INS"
9656,"[Michel 's Patisserie] Hi Kaden, your reservation is confirmed for 6 people on 2012-08-30 at 19:54. We can hold your table for a maximum of 31 mins."
9657,"Thank you for choosing ucabs for 2009-08-29 at 13:28. Cab:KA23V7513 , Chauffer: Clayton, Cell: 9787252522 will reach you. T&C apply, visit www.ucabs.com"
9658,Maruti Auto Agency : Service of your car KA71A1684 is due in 57 days on 2014-03-05. Please contact us at 9856685611 to book a service.
9659,Appointment with Dr Drake in MANTRALAYA on 2010-05-31 at 15:51 is confirmed. For queries call 1800 3322 7572. Your appt. might get delayed in case the doctor is attending an emergency.
9660,"PNR:2432888125,TRAIN:1246,DOJ:2014-05-21,SL,BKG-BGQ,Dep:23:57, Edward,S6 12 , Fare:9978,SC:10.0+PG+INS"
9661,Bill dated 2014-03-31 for Rs 1035 has been generated for your Bsnl fixedline/broadband relationship no. 68554274. The same will reach you by 2014-04-03. Due date: 2014-04-15.
9662,Bimal Auto Agency : Service of your car KA44I4735 is due in 62 days on 2012-08-19. Please contact us at 9667657826 to book a service.
9663,"Thank you for choosing taxiforsure for 2010-06-21 at 22:47. Cab:KA75U5882 , Chauffer: Caden, Cell: 9571687248 will reach you. T&C apply, visit www.taxiforsure.com"
9664,Welcome to CARTER BK and TR R.No. 584 Ch.In 2010-07-21 17:44 Ch.out 2010-07-25 12:00.
9665,* KSRTC m-Ticket *  from: Panaji Goa to: Puducherry PsngrName: Robert TripCode: 1648PanPud PNR No.: J98257180 JnyDate: 2010-03-29 DepTime: 16:48  SeatNo.: 50  Class: AC chair  BoardingPt: Panaji Goa Residency Road Txn Password: 3345 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in
9666,"Hi Customer, Booking ID: WOUVZSL. Seats: GOLD-N16,N17, 2 seat(s) for Deadpool on 2015-02-27 23:47 at Cinepolis: Royal Meenakshi Mall. Please carry your CC/DC card which was used for booking tickets."
9667,"[Honeybaked restaurant] Hi Jaylen, your reservation is confirmed for 28 people on 2015-02-25 at 9:25. We can hold your table for a maximum of 14 mins."
9668,The PNR for your SPICE JET Flt 2S313 for PGH-RRK on 2010-09-08 at 7:53 hrs  is ZI3VUI. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
9669,"Hi Customer, Booking ID: WYYDKU7. Seats: SILVER-K7, 1 seat(s) for The Purge: Election Year on 2009-11-18 4:37 at Anjan Digital 4K A/C Cinema: Magadi Road. Please carry your CC/DC card which was used for booking tickets."
9670,"PNR:3352545816,TRAIN:1163,DOJ:2013-10-21,FC,AAR-BOKR,Dep:3:13, Daniel,F2 64 , Fare:3701,SC:10.0+PG+INS"
9671,"* KSRTC m-Ticket *  from: SECUNDERABAD to: KOTTAYAM PsngrName: Edgar TripCode: 2053SECKOT PNR No.: J56018523 JnyDate: 2014-10-31 DepTime: 20:53  SeatNo.: 33, 36, 6, 39, 15, 52, 53  Class: Non-AC Sleeper  BoardingPt: SECUNDERABAD MG Road Txn Password: 5444 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
9672,"Thank you for choosing radiocabs for 2015-03-23 at 10:28. Cab:KA87P7772 , Chauffer: Drew, Cell: 9512421643 will reach you. T&C apply, visit www.radiocabs.com"
9673,"PNR:2712532885,TRAIN:2647,DOJ:2009-11-16,SL,ALB-BILA,Dep:15:45, Martin,S9 56 , Fare:7651,SC:10.0+PG+INS"
9674,The PNR for your JET Airways Flt 7S211 for SUN-BLR on 2011-06-28 at 3:32 hrs  is NITRKX. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
9675,The PNR for your Air India Flt 7Q461 for STV-BUP on 2011-02-07 at 18:17 hrs  is TJE5Q7. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
9676,Bill dated 2011-11-23 for Rs 512 has been generated for your Aircel fixedline/broadband relationship no. 18771267. The same will reach you by 2011-11-26. Due date: 2011-12-08.
9677,Appointment with Dr Raymond in CHIKKAMAGALURU on 2014-09-12 at 14:48 is confirmed. For queries call 1800 7671 3133. Your appt. might get delayed in case the doctor is attending an emergency.
9678,"PNR:1341114817,TRAIN:54351,DOJ:2012-04-28,AC3,ASD-BILA,Dep:18:29, Erik,B9 54 , Fare:3663,SC:10.0+PG+INS"
9679,Appointment with Dr Marcus in Mysuru on 2011-12-10 at 6:50 is confirmed. For queries call 1800 5815 6437. Your appt. might get delayed in case the doctor is attending an emergency.
9680,"Hi Customer, Booking ID: WCIX3GF. Seats: SILVER-M8,M9,M10,M11,M12,M13, 6 seat(s) for Moana on 2013-03-06 17:34 at Gopalan Grand Mall: Old Madras Road. Please carry your CC/DC card which was used for booking tickets."
9681,"Dear Guest, Thanks for choosing Buffalo Grill. Order ID 8456. Delivery by 2015-05-20 0:53. Enjoy 17% discount on your next purchase. Code D05JHF. T&C."
9682,"PNR:5815552365,TRAIN:7373,DOJ:2014-11-12,AC3,AFK-BQG,Dep:23:22, Zachary,B9 56 , Fare:6033,SC:10.0+PG+INS"
9683,"[Oliver Wight House] Hi Kevin, your reservation is confirmed for 13 people on 2011-10-11 at 13:57. We can hold your table for a maximum of 1 mins."
9684,"* KSRTC m-Ticket *  from: CHIKKAMAGALURU to: PONDICHERRY PsngrName: Jose TripCode: 225CHIPON PNR No.: J68617284 JnyDate: 2013-01-07 DepTime: 2:25  SeatNo.: 57, 22, 25  Class: Non-AC chair  BoardingPt: CHIKKAMAGALURU MG Road Txn Password: 4785 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
9685,"Hi Customer, Booking ID: WNVGGNE. Seats: PLATINUM-H5,H6,H7,H8,H9, 5 seat(s) for The Conjuring 2 on 2015-02-23 14:35 at Cinepolis: Binnypet Mall. Please carry your CC/DC card which was used for booking tickets."
9686,Bill dated 2014-12-04 for Rs 646 has been generated for your Docomo fixedline/broadband relationship no. 15756883. The same will reach you by 2014-12-07. Due date: 2014-12-19.
9687,"PNR:5247237178,TRAIN:61714,DOJ:2013-03-13,AC3,BLSD-BLSN,Dep:17:37, Aaron,B4 66 , Fare:4183,SC:10.0+PG+INS"
9688,"* KSRTC m-Ticket *  from: COONUR to: TRICHY PsngrName: Manuel TripCode: 1327COOTRI PNR No.: J61605155 JnyDate: 2014-11-17 DepTime: 13:27  SeatNo.: 13, 45, 15, 50, 52, 53, 59, 28  Class: Non-AC chair  BoardingPt: COONUR Residency Road Txn Password: 4453 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
9689,"Thank you for choosing radiocabs for 2012-07-24 at 9:25. Cab:KA17M5372 , Chauffer: Luke, Cell: 9682231638 will reach you. T&C apply, visit www.radiocabs.com"
9690,"Repair ref.no for your car is JC53371616 opened on 2010-07-19 7:42hrs,ETD of your car is 2010-07-20 7:16hrs and est.repair amt is Rs.581 Rgds, Maruti Auto Agency"
9691,"[Toul] Hi Omar, your reservation is confirmed for 13 people on 2010-03-09 at 16:27. We can hold your table for a maximum of 10 mins."
9692,The PNR for your JET Airways Flt 3Q117 for BLR-CDP on 2010-01-06 at 15:48 hrs  is KJZEKC. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
9693,"* KSRTC m-Ticket *  from: PUTTAPARTHI to: UDUPI PsngrName: Sergio TripCode: 217PUTUDU PNR No.: J38476390 JnyDate: 2010-04-17 DepTime: 2:17  SeatNo.: 34, 35, 4, 40, 18, 58  Class: AC chair  BoardingPt: PUTTAPARTHI MG Road Txn Password: 4382 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
9694,"Repair ref.no for your car is JC13336562 opened on 2012-10-11 13:49hrs,ETD of your car is 2012-10-12 5:30hrs and est.repair amt is Rs.2190 Rgds, Bimal Auto Agency"
9695,Lakshmi Auto Agency : Service of your car KA68F5115 is due in 54 days on 2010-04-14. Please contact us at 9442324148 to book a service.
9696,"[vons] Hi Miguel, your reservation is confirmed for 9 people on 2013-02-07 at 8:31. We can hold your table for a maximum of 39 mins."
9697,"Thank you for choosing radiocabs for 2014-12-18 at 11:13. Cab:KA11Q2443 , Chauffer: Cooper, Cell: 9644683863 will reach you. T&C apply, visit www.radiocabs.com"
9698,"Repair ref.no for your car is JC48748775 opened on 2010-03-06 13:27hrs,ETD of your car is 2010-03-07 1:19hrs and est.repair amt is Rs.1218 Rgds, Lakshmi Auto Agency"
9699,"Repair ref.no for your car is JC72583826 opened on 2013-09-11 13:57hrs,ETD of your car is 2013-09-12 17:45hrs and est.repair amt is Rs.1264 Rgds, Maruti Auto Agency"
9700,"Dear Guest, Thanks for choosing Captain Submarine. Order ID 5315. Delivery by 2014-11-12 5:28. Enjoy 16% discount on your next purchase. Code FRYSIF. T&C."
9701,The PNR for your Air India Flt 4C436 for AMD-RGH on 2011-09-23 at 19:34 hrs  is X4PJR9. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
9702,"Dear Guest, Thanks for choosing Figaro Coffee Company. Order ID 5165. Delivery by 2013-03-02 10:57. Enjoy 23% discount on your next purchase. Code OVNYK2. T&C."
9703,"[Green Burrito] Hi Raymond, your reservation is confirmed for 10 people on 2014-02-18 at 14:13. We can hold your table for a maximum of 17 mins."
9704,"[Taco John 's] Hi Brett, your reservation is confirmed for 14 people on 2013-02-20 at 5:56. We can hold your table for a maximum of 45 mins."
9705,"Thank you for choosing AirportTaxi for 2013-09-04 at 20:57. Cab:KA58W2712 , Chauffer: Peter, Cell: 9753266535 will reach you. T&C apply, visit www.AirportTaxi.com"
9706,"DEAR Jacob, THANK YOU FOR YOUR BOOKING (ORDER ID: 28523), YOUR ORDER HAS BEEN ASSIGNED TO Frank(9246678114) AND APPOINTMENT FOR SAMPLE COLLECTION IS SCHEDULED ON 2009-11-18 at 9:24. FOR ASSISTANCE WHATSAPP US ON 8542714148."
9707,"* KSRTC m-Ticket *  from: PUTTAPARTHI to: DAVANEGERE PsngrName: Troy TripCode: 1446PUTDAV PNR No.: J97048656 JnyDate: 2011-05-25 DepTime: 14:46  SeatNo.: 1, 2, 35, 11, 13, 43  Class: Non-AC Sleeper  BoardingPt: PUTTAPARTHI Residency Road Txn Password: 6328 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
9708,"* KSRTC m-Ticket *  from: DAVANEGERE to: MANIPAL PsngrName: Tristan TripCode: 712DAVMAN PNR No.: J56019406 JnyDate: 2014-05-07 DepTime: 7:12  SeatNo.: 57, 58, 7  Class: AC Sleeper  BoardingPt: DAVANEGERE Residency Road Txn Password: 3877 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
9709,"PNR:3527248472,TRAIN:31278,DOJ:2012-12-23,SL,AADR-BYR,Dep:10:50, Ryan,S2 43 , Fare:8713,SC:10.0+PG+INS"
9710,Bill dated 2015-01-30 for Rs 1061 has been generated for your Jio fixedline/broadband relationship no. 32381585. The same will reach you by 2015-02-02. Due date: 2015-02-14.
9711,"Hi Customer, Booking ID: W8QP0K0. Seats: SILVER-A15,A16,A17, 3 seat(s) for Don't Breathe on 2011-06-24 13:18 at Rex Theatre: Brigade Road. Please carry your CC/DC card which was used for booking tickets."
9712,"[Fergburger] Hi John, your reservation is confirmed for 11 people on 2013-09-26 at 19:23. We can hold your table for a maximum of 34 mins."
9713,"Hi Customer, Booking ID: WOY7DKP. Seats: SILVER-E3,E4,E5,E6,E7,E8,E9,E10, 8 seat(s) for Batman v Superman: Dawn of Justice on 2015-07-11 17:55 at Cinepolis: Royal Meenakshi Mall. Please carry your CC/DC card which was used for booking tickets."
9714,"Repair ref.no for your car is JC61245647 opened on 2012-12-02 20:53hrs,ETD of your car is 2012-12-03 16:26hrs and est.repair amt is Rs.775 Rgds, Maruti Auto Agency"
9715,"DEAR Wyatt, THANK YOU FOR YOUR BOOKING (ORDER ID: 37836), YOUR ORDER HAS BEEN ASSIGNED TO Colby(9888617727) AND APPOINTMENT FOR SAMPLE COLLECTION IS SCHEDULED ON 2013-08-13 at 21:43. FOR ASSISTANCE WHATSAPP US ON 8354614621."
